name,label,gender,region,format,augmentation,original_name
Panna J-2216,PERSON,female,hindi,firstname_initial_suffix_noise,suffix_noise,Panna J
J Rajagopalan,PERSON,male,malayalam,initial_lastname,original,J Rajagopalan
Rad A,PERSON,female,telugu,firstname_initial_abbreviated,abbreviated,Radhika A
lakshmibhat,PERSON,female,kannada,lower_no_spaces,no_spaces,lakshmi bhat
FaruqiZahida,PERSON,female,muslim,lastname_firstname_no_spaces,no_spaces,Faruqi Zahida
Bijyananda K,PERSON,male,odia,firstname_initial_char_drop,char_drop,Bijayananda K
Saikat,PERSON,male,bengali,firstname_only,original,Saikat
Sahni,PERSON,female,punjabi,initial_lastname_last_name_only,last_name_only,P Sahni
Birdy ZZenobia,PERSON,female,parsi,lastname_firstname_char_repeat,char_repeat,Birdy Zenobia
E. Indi,PERSON,male,kannada,initial_lastname_dots_added,dots_added,E Indi
RRoy P,PERSON,male,christian,firstname_initial_char_repeat,char_repeat,Roy P
Iye Jon,PERSON,male,christian,lastname_firstname_abbreviated,abbreviated,Iyer Jonathan
Parikshit G,PERSON,male,hindi,firstname_initial,original,Parikshit G
merrily sharma,PERSON,female,northeast,lower,original,merrily sharma
SANDHYA***,PERSON,female,marathi,upper_partial_masked,partial_masked,SANDHYA PHADKE
Harinath GGudivada,PERSON,male,telugu,firstname_lastname_char_repeat,char_repeat,Harinath Gudivada
Chandrakant Thite,PERSON,male,marathi,firstname_lastname,original,Chandrakant Thite
Nanhi Mivshra,PERSON,female,rajasthani,firstname_lastname_char_insert,char_insert,Nanhi Mishra
AJITNATH ANAND YEU,PERSON,male,jain,upper_suffix_noise,suffix_noise,AJITNATH ANAND
RUSTAM ELAVIA,PERSON,male,parsi,upper,original,RUSTAM ELAVIA
Bukhari Tahmina,PERSON,female,muslim,lastname_firstname,original,Bukhari Tahmina
Mrs V Kamath,PERSON,male,kannada,initial_lastname_prefix_noise,prefix_noise,V Kamath
soibam z...,PERSON,female,northeast,lower_partial_masked,partial_masked,soibam zeme
A Ja,PERSON,male,bengali,initial_lastname_char_drop,char_drop,A Jana
Padmini  Joshi,PERSON,female,jain,firstname_lastname_extra_spaces,extra_spaces,Padmini Joshi
GAJNER LEHAL,PERSON,male,punjabi,upper_char_drop,char_drop,GAJINDER LEHAL
girish nayar,PERSON,male,kannada,lower,original,girish nayar
Satawdi KBB,PERSON,female,bengali,firstname_only_phonetic_sub+suffix_noise,phonetic_sub+suffix_noise,Satabdi
Virsa,PERSON,male,punjabi,firstname_only,original,Virsa
Ros..,PERSON,female,muslim,firstname_only_partial_masked,partial_masked,Roshan
AHIMSA/WADHWA,PERSON,female,jain,upper_space_replaced,space_replaced,AHIMSA WADHWA
PUSHPITA MAAITY,PERSON,female,bengali,upper_char_repeat,char_repeat,PUSHPITA MAITY
Ishika Paliwal,PERSON,female,hindi,firstname_lastname,original,Ishika Paliwal
Mukherji Angelina,PERSON,female,christian,lastname_firstname,original,Mukherji Angelina
UPI/Lewis,PERSON,male,christian,firstname_only_prefix_noise,prefix_noise,Lewis
Asgha Tej Ashraf,PERSON,male,muslim,three_part_char_drop,char_drop,Asghar Tej Ashrafi
Mrs Mallika,PERSON,female,tamil,firstname_only_prefix_noise,prefix_noise,Mallika
KML GHLOT,PERSON,female,rajasthani,upper_vowel_drop,vowel_drop,KAMLA GEHLOT
B Multani,PERSON,male,punjabi,initial_lastname,original,B Multani
Sreedharan Dileep AC3331,PERSON,male,malayalam,lastname_firstname_suffix_noise,suffix_noise,Sreedharan Dileep
maheswar saragni,PERSON,male,odia,lower_typo_swap,typo_swap,maheswar sarangi
E Oza,PERSON,female,gujarati,initial_lastname,original,E Oza
manish kansarra,PERSON,male,gujarati,lower_char_repeat,char_repeat,manish kansara
VENA PODURI,PERSON,female,telugu,upper_double_merge,double_merge,VEENA PODURI
SRISHTI...,PERSON,female,hindi,upper_partial_masked,partial_masked,SRISHTI KAPOOR
LAVESH OZA,PERSON,male,gujarati,upper,original,LAVESH OZA
Qamar W,PERSON,male,muslim,firstname_initial,original,Qamar W
Veltankar Amey,PERSON,male,marathi,lastname_firstname_char_insert,char_insert,Velankar Amey
EPathak,PERSON,female,christian,initial_lastname_no_spaces,no_spaces,E Pathak
Maalik I,PERSON,male,muslim,firstname_initial,original,Maalik I
Balbir S,PERSON,female,punjabi,firstname_initial,original,Balbir S
Amisha A,PERSON,female,gujarati,firstname_initial,original,Amisha A
LUNKARAN/POKHRIYAL,PERSON,male,rajasthani,upper_space_replaced,space_replaced,LUNKARAN POKHRIYAL
Judith    B,PERSON,female,christian,firstname_initial_extra_spaces,extra_spaces,Judith B
INDRESH RAM,PERSON,male,hindi,upper,original,INDRESH RAM
Wsley,PERSON,male,christian,firstname_only_char_drop,char_drop,Wesley
BURHANGILANI,PERSON,male,muslim,upper_no_spaces,no_spaces,BURHAN GILANI
Dr MR Lovlina,PERSON,male,northeast,firstname_only_prefix_noise+prefix_noise,prefix_noise+prefix_noise,Lovlina
Aaliay,PERSON,female,muslim,firstname_only_typo_swap,typo_swap,Aaliya
Hariharan Agnes,PERSON,female,christian,lastname_firstname,original,Hariharan Agnes
DIMPLE KK,PERSON,female,assamese,upper_vowel_drop,vowel_drop,DIMPLE KUKI
Gowri Indi,PERSON,female,kannada,firstname_lastname,original,Gowri Indi
Saraswat Jhuma,PERSON,female,rajasthani,lastname_firstname,original,Saraswat Jhuma
amritlal upadhyay/48,PERSON,male,jain,lower_suffix_noise,suffix_noise,amritlal upadhyay
R Sreedharan,PERSON,female,christian,initial_lastname,original,R Sreedharan
Jeffrey N,PERSON,male,christian,firstname_initial,original,Jeffrey N
S Gehlto,PERSON,female,rajasthani,initial_lastname_typo_swap,typo_swap,S Gehlot
SUKHMAN TOOR,PERSON,female,punjabi,upper,original,SUKHMAN TOOR
Bijayashree S,PERSON,female,assamese,firstname_initial,original,Bijayashree S
PothenRodney,PERSON,male,christian,lastname_firstname_no_spaces,no_spaces,Pothen Rodney
Shri Sivdayal vAnsal,PERSON,male,rajasthani,firstname_lastname_phonetic_sub+prefix_noise,phonetic_sub+prefix_noise,Shivdayal Bansal
K Muruge..,PERSON,male,tamil,initial_lastname_partial_masked,partial_masked,K Murugesan
Ta Ga,PERSON,male,hindi,lastname_firstname_abbreviated,abbreviated,Tanwar Gauresh
Archt,PERSON,male,gujarati,firstname_only_vowel_drop,vowel_drop,Archit
Gurnam B-545,PERSON,male,punjabi,firstname_initial_suffix_noise,suffix_noise,Gurnam B
byomakeshbhanja,PERSON,male,odia,lower_no_spaces,no_spaces,byomakesh bhanja
Rupe Suth,PERSON,male,jain,firstname_lastname_abbreviated,abbreviated,Rupesh Suthar
ARJUN WAHADUR JAMES,PERSON,male,malayalam,three_part_upper_phonetic_sub,phonetic_sub,ARJUN BAHADUR JAMES
Dilpreet L,PERSON,female,punjabi,firstname_initial,original,Dilpreet L
Akhil Tej Rawat,PERSON,male,hindi,three_part,original,Akhil Tej Rawat
Syiem Ongwi,PERSON,female,northeast,lastname_firstname_phonetic_sub,phonetic_sub,Syiem Ongbi
madhusudan valluri,PERSON,male,telugu,lower,original,madhusudan valluri
Tsuhar Boral,PERSON,male,bengali,firstname_lastname_typo_swap,typo_swap,Tushar Boral
Kandasamy Nihyanandn,PERSON,male,tamil,lastname_firstname_char_drop,char_drop,Kandasamy Nithyanandan
C Vyas,PERSON,male,gujarati,initial_lastname,original,C Vyas
Shanbor S,PERSON,male,northeast,firstname_initial,original,Shanbor S
Khum T,PERSON,male,northeast,firstname_initial_abbreviated,abbreviated,Khumukcham T
Raghnandn K,PERSON,male,kannada,firstname_initial_vowel_drop,vowel_drop,Raghunandan K
Amri***,PERSON,female,hindi,firstname_initial_partial_masked,partial_masked,Amrita D
E Kataria,PERSON,male,christian,initial_lastname,original,E Kataria
Nandana Elias,PERSON,female,malayalam,firstname_lastname,original,Nandana Elias
BhavyXXX,PERSON,female,kannada,firstname_lastname_partial_masked,partial_masked,Bhavya Pai
Nrmla Prasad,PERSON,female,hindi,firstname_lastname_vowel_drop,vowel_drop,Nirmala Prasad
Anish Kurian,PERSON,male,malayalam,firstname_lastname,original,Anish Kurian
mdhab gn,PERSON,male,assamese,lower_vowel_drop,vowel_drop,madhab gain
Mahesh,PERSON,male,malayalam,firstname_lastname_first_name_only,first_name_only,Mahesh Elias
Jayashree    Asha   Byahatti,PERSON,female,kannada,three_part_extra_spaces,extra_spaces,Jayashree Asha Byahatti
Mr vasudha wadkar,PERSON,female,marathi,lower_prefix_noise,prefix_noise,vasudha wadkar
S D Maya,PERSON,female,kannada,initials_lastname_phonetic_sub,phonetic_sub,S D Maiya
AMISH    YADAV,PERSON,male,gujarati,upper_extra_spaces,extra_spaces,AMISH YADAV
Manmohan Patel.,PERSON,male,hindi,firstname_lastname_dots_added,dots_added,Manmohan Patel
Lokesh  Bhujwa,PERSON,male,hindi,firstname_lastname_extra_spaces,extra_spaces,Lokesh Bhujwa
SANGITA    KARBI,PERSON,female,assamese,upper_extra_spaces,extra_spaces,SANGITA KARBI
Mali...,PERSON,female,muslim,firstname_initial_partial_masked,partial_masked,Malika R
GUMANI DAAYL,PERSON,female,rajasthani,upper_typo_swap,typo_swap,GUMANI DAYAL
Jitendra    L,PERSON,male,hindi,firstname_initial_extra_spaces,extra_spaces,Jitendra L
A Mahalingam,PERSON,male,christian,initial_lastname,original,A Mahalingam
NARAHARI GADNAYAK,PERSON,male,odia,upper,original,NARAHARI GADNAYAK
Hnuanthappa,PERSON,male,kannada,firstname_only_char_drop,char_drop,Hanumanthappa
Prasad Goverdhan,PERSON,male,rajasthani,lastname_firstname,original,Prasad Goverdhan
Shri GODREJ CAPTAIN,PERSON,male,parsi,upper_prefix_noise,prefix_noise,GODREJ CAPTAIN
L Dandapat,PERSON,female,bengali,initial_lastname,original,L Dandapat
D M Bawa,PERSON,male,punjabi,initials_lastname,original,D M Bawa
LDMahata,PERSON,female,assamese,initials_lastname_no_spaces,no_spaces,L D Mahata
Parvati P,PERSON,female,rajasthani,firstname_initial,original,Parvati P
sarojini   murugesan,PERSON,female,tamil,lower_extra_spaces,extra_spaces,sarojini murugesan
J S Thirunavukkaras,PERSON,female,tamil,initials_lastname_truncated,truncated,J S Thirunavukkarasu
Chkrdhr,PERSON,male,odia,firstname_only_vowel_drop,vowel_drop,Chakradhar
HANUXXX,PERSON,male,marathi,upper_partial_masked,partial_masked,HANUMANT MANE
purvi_dalal,PERSON,female,gujarati,lower_space_replaced,space_replaced,purvi dalal
Benjamin Pant,PERSON,male,christian,firstname_lastname,original,Benjamin Pant
Priyanshi Musahar,PERSON,female,hindi,firstname_lastname,original,Priyanshi Musahar
Nandita Adhikari,PERSON,female,bengali,firstname_lastname,original,Nandita Adhikari
Madhura W,PERSON,female,marathi,firstname_initial,original,Madhura W
Annamalai A,PERSON,male,tamil,firstname_initial,original,Annamalai A
HARSIMR...,PERSON,male,punjabi,upper_partial_masked,partial_masked,HARSIMRAN SURI
Bhatnagar,PERSON,female,jain,lastname_firstname_first_name_only,first_name_only,Bhatnagar Kunti
Keshwala Devne,PERSON,male,gujarati,lastname_firstname_typo_swap,typo_swap,Keshwala Deven
VALLIAMME vIDYA vIRAPPAN,PERSON,female,tamil,three_part_upper_phonetic_sub,phonetic_sub,VALLIAMMAI VIDYA VEERAPPAN
jagdish magar,PERSON,male,marathi,lower,original,jagdish magar
rinah Raita,PERSON,male,odia,firstname_lastname_char_drop,char_drop,Trinath Raita
Tablighi Amira,PERSON,female,muslim,lastname_firstname,original,Tablighi Amira
U B Karji,PERSON,male,odia,initials_lastname,original,U B Karji
A D Raychaudhuri,PERSON,female,bengali,initials_lastname,original,A D Raychaudhuri
P2P-HIJAM BRAHMA,PERSON,female,northeast,upper_prefix_noise,prefix_noise,HIJAM BRAHMA
Anitha Byahatti,PERSON,female,kannada,firstname_lastname,original,Anitha Byahatti
K Gang,PERSON,female,rajasthani,initial_lastname_abbreviated,abbreviated,K Gangwar
Feni M,PERSON,female,gujarati,firstname_initial,original,Feni M
Riddhima/24,PERSON,female,jain,firstname_only_suffix_noise,suffix_noise,Riddhima
ZoyaSaharanpuri,PERSON,female,muslim,firstname_lastname_no_spaces,no_spaces,Zoya Saharanpuri
FIROZ,PERSON,male,malayalam,upper_first_name_only,first_name_only,FIROZ SEBASTIAN
kety_sethna,PERSON,female,parsi,lower_space_replaced,space_replaced,kety sethna
B Ruprael,PERSON,male,gujarati,initial_lastname_typo_swap,typo_swap,B Ruparel
MR Tejpal Liddar,PERSON,female,punjabi,firstname_lastname_prefix_noise,prefix_noise,Tejpal Liddar
TehmXXX,PERSON,male,parsi,firstname_initial_partial_masked,partial_masked,Tehmton D
Khanuapur Akshay,PERSON,male,kannada,lastname_firstname_char_insert,char_insert,Khanapur Akshay
Vikram Trilok Kimothi,PERSON,male,rajasthani,three_part,original,Vikram Trilok Kimothi
Debbarma Barnali,PERSON,female,assamese,lastname_firstname,original,Debbarma Barnali
VIJAYKUMAR CHHOTE KINI,PERSON,male,kannada,three_part_upper,original,VIJAYKUMAR CHHOTE KINI
Khtari  Archit,PERSON,male,gujarati,lastname_firstname_extra_spaces+typo_swap,extra_spaces+typo_swap,Khatri Archit
Q,PERSON,male,christian,initial_lastname_first_name_only,first_name_only,Q Thangavel
Basant Banjara,PERSON,female,hindi,firstname_lastname_char_drop,char_drop,Basanti Banjara
LABHUBEN CHIPA,PERSON,female,jain,upper,original,LABHUBEN CHIPA
Ritesh S,PERSON,male,hindi,firstname_initial,original,Ritesh S
Charvi S,PERSON,female,hindi,firstname_initial,original,Charvi S
kantilal    chipa,PERSON,male,jain,lower_extra_spaces,extra_spaces,kantilal chipa
Sarwari Aleem,PERSON,male,muslim,lastname_firstname,original,Sarwari Aleem
Jswnt,PERSON,male,punjabi,firstname_only_vowel_drop,vowel_drop,Jaswant
M Agnihotri,PERSON,female,rajasthani,initial_lastname,original,M Agnihotri
shailaja kolhatkar BLW,PERSON,female,marathi,lower_suffix_noise,suffix_noise,shailaja kolhatkar
N Ashok,PERSON,female,tamil,initial_lastname,original,N Ashok
gajendra rawaliya,PERSON,male,rajasthani,lower,original,gajendra rawaliya
hrmeet bopra,PERSON,female,punjabi,lower_vowel_drop+truncated_ellipsis,vowel_drop+truncated_ellipsis,harmeet boparai
Jonakic Mitra,PERSON,female,assamese,firstname_lastname_char_insert,char_insert,Jonaki Mitra
KISHNI AGARWAL,PERSON,female,rajasthani,upper,original,KISHNI AGARWAL
Sheoran Jagmohan,PERSON,male,hindi,lastname_firstname,original,Sheoran Jagmohan
Murthy Vydehi,PERSON,female,telugu,lastname_firstname,original,Murthy Vydehi
edulji sarkari,PERSON,male,parsi,lower,original,edulji sarkari
D Mamuar,PERSON,male,gujarati,initial_lastname_char_drop,char_drop,D Majmudar
R Nowrojee,PERSON,male,parsi,initial_lastname,original,R Nowrojee
Patra Anita,PERSON,female,odia,lastname_firstname,original,Patra Anita
F Iyer,PERSON,male,gujarati,initial_lastname,original,F Iyer
hanumant sakpal,PERSON,male,marathi,lower_typo_swap,typo_swap,hanumant sapkal
Kadian Monika,PERSON,female,hindi,lastname_firstname,original,Kadian Monika
Nepram Bihari Sema,PERSON,male,northeast,three_part,original,Nepram Bihari Sema
Pradeep-Gadnayak,PERSON,male,odia,firstname_lastname_space_replaced,space_replaced,Pradeep Gadnayak
Shakil_K,PERSON,male,muslim,firstname_initial_space_replaced,space_replaced,Shakil K
Nedunchezhiyan Udayar,PERSON,male,tamil,firstname_lastname,original,Nedunchezhiyan Udayar
K Dotivala-206,PERSON,female,parsi,initial_lastname_suffix_noise,suffix_noise,K Dotivala
SA SURAMPUDI,PERSON,male,telugu,upper_char_drop,char_drop,SAI SURAMPUDI
asroj barai,PERSON,female,hindi,lower_typo_swap,typo_swap,saroj barai
DH SH,PERSON,female,gujarati,upper_abbreviated,abbreviated,DHRUVI SHUKL
S Pagdipll,PERSON,female,telugu,initial_lastname_vowel_drop,vowel_drop,S Pagidipalli
E/K/James,PERSON,male,malayalam,initials_lastname_space_replaced,space_replaced,E K James
Amarjeet,PERSON,male,punjabi,firstname_only,original,Amarjeet
Periss H,PERSON,female,parsi,firstname_initial_typo_swap,typo_swap,Persis H
RAMAMURTHY   BHIMASENA,PERSON,male,telugu,upper_extra_spaces,extra_spaces,RAMAMURTHY BHIMASENA
Palani..,PERSON,female,tamil,lastname_firstname_partial_masked,partial_masked,Palanisamy Meenachi
DHANALKSHMI SUBRAMNAN,PERSON,female,tamil,upper_vowel_drop,vowel_drop,DHANALAKSHMI SUBRAMANIAN
Nagra Ekam,PERSON,male,punjabi,lastname_firstname,original,Nagra Ekam
Aphi K,PERSON,female,northeast,firstname_initial,original,Aphi K
Narnauli Muzaffar,PERSON,male,muslim,lastname_firstname,original,Narnauli Muzaffar
Vinod R,PERSON,male,malayalam,firstname_initial,original,Vinod R
Devadiga Jyothi,PERSON,female,kannada,lastname_firstname,original,Devadiga Jyothi
K B Kakinada,PERSON,female,telugu,initials_lastname,original,K B Kakinada
VIRAL SHROF,PERSON,male,gujarati,upper_char_drop,char_drop,VIRAL SHROFF
Debika K,PERSON,female,bengali,firstname_initial,original,Debika K
Tripathy Purushottam,PERSON,male,odia,lastname_firstname,original,Tripathy Purushottam
M Palani,PERSON,female,christian,initial_lastname,original,M Palani
Somanath B,PERSON,male,odia,firstname_initial,original,Somanath B
Ang***,PERSON,female,christian,firstname_only_partial_masked,partial_masked,Angela
Dileep    R,PERSON,male,malayalam,firstname_initial_extra_spaces,extra_spaces,Dileep R
anop raghu,PERSON,male,malayalam,lower_double_merge,double_merge,anoop raghu
R. Nay,PERSON,female,gujarati,initial_lastname_dots_added+abbreviated,dots_added+abbreviated,R Nayak
MAANLAL JT,PERSON,male,rajasthani,upper_char_drop,char_drop,MADANLAL JAT
L Mahapatra,PERSON,male,assamese,initial_lastname,original,L Mahapatra
eric gangwar,PERSON,male,christian,lower,original,eric gangwar
Kaveri Kanadsamy,PERSON,female,tamil,firstname_lastname_typo_swap,typo_swap,Kaveri Kandasamy
TARABEN.KANAUJIA,PERSON,female,jain,upper_space_replaced,space_replaced,TARABEN KANAUJIA
Sukhleen.S,PERSON,female,punjabi,firstname_initial_space_replaced,space_replaced,Sukhleen S
Wischwas t,PERSON,male,marathi,firstname_initial_phonetic_sub,phonetic_sub,Vishwas T
falgun bharwad,PERSON,male,gujarati,lower,original,falgun bharwad
Joydee,PERSON,male,bengali,firstname_initial_char_drop,char_drop,Joydeep D
Dr A Hingorani,PERSON,female,gujarati,initial_lastname_prefix_noise,prefix_noise,A Hingorani
Manglem Sher Thangal,PERSON,male,northeast,three_part,original,Manglem Sher Thangal
SHRI Tripathy Ratan,PERSON,male,odia,lastname_firstname_prefix_noise,prefix_noise,Tripathy Ratan
M Tekam,PERSON,male,hindi,initial_lastname,original,M Tekam
Rajpurohit_Harsh,PERSON,male,hindi,lastname_firstname_space_replaced,space_replaced,Rajpurohit Harsh
Bhabha Govad,PERSON,male,parsi,lastname_firstname,original,Bhabha Govad
Sapn J,PERSON,female,hindi,firstname_initial_char_drop,char_drop,Sapna J
Johnson O,PERSON,male,christian,firstname_initial,original,Johnson O
r  mYNampAti,PERSON,male,telugu,initial_lastname_extra_spaces+case_noise,extra_spaces+case_noise,R Mynampati
Bharmal Tailor-811,PERSON,male,jain,firstname_lastname_suffix_noise,suffix_noise,Bharmal Tailor
athar/jafri,PERSON,male,muslim,lower_space_replaced,space_replaced,athar jafri
Debnath Banhi,PERSON,female,bengali,lastname_firstname,original,Debnath Banhi
B Samuel,PERSON,female,malayalam,initial_lastname,original,B Samuel
tumpa chakrabarti,PERSON,female,bengali,lower,original,tumpa chakrabarti
girish bhavsar,PERSON,male,gujarati,lower,original,girish bhavsar
RUSHIL TRIVEDI,PERSON,male,gujarati,upper,original,RUSHIL TRIVEDI
shanbor gurung,PERSON,male,northeast,lower,original,shanbor gurung
Saheli G,PERSON,female,assamese,firstname_initial,original,Saheli G
aSrdarmal,PERSON,male,rajasthani,firstname_only_typo_swap,typo_swap,Sardarmal
Mishra Frdrik,PERSON,male,christian,lastname_firstname_char_drop,char_drop,Mishra Fredrick
Sajida***,PERSON,female,muslim,firstname_initial_truncated+partial_masked,truncated+partial_masked,Sajida S
WAHAB BALAKRISHNAN,PERSON,male,malayalam,upper,original,WAHAB BALAKRISHNAN
Parekh Lalit,PERSON,male,gujarati,lastname_firstname,original,Parekh Lalit
Shital,PERSON,female,marathi,firstname_only,original,Shital
VIJAYAN TITUS,PERSON,male,malayalam,upper,original,VIJAYAN TITUS
swaroopa ganta,PERSON,female,telugu,lower,original,swaroopa ganta
Kale Madhav,PERSON,male,marathi,lastname_firstname,original,Kale Madhav
DAMYANTI KANAUJIA,PERSON,female,jain,upper,original,DAMYANTI KANAUJIA
